# t Temp Pres Epot Etot
51.601818 2.026900 1.608108 -416.679321 -88.321503
51.651829 1.986481 1.948621 -402.449585 -80.639648
51.701839 1.969523 1.961804 -400.012146 -80.949341
51.751850 2.016875 1.262427 -424.137695 -97.403931
51.801861 1.990843 1.792426 -404.316803 -81.800171
51.851871 2.015518 1.700286 -408.547668 -82.033813
51.901882 1.986832 1.724550 -407.126282 -85.259521
51.951893 1.977691 1.819089 -401.091309 -80.705322
52.001904 1.989447 1.277001 -420.059509 -97.769073
52.051914 1.989948 2.093969 -391.201263 -68.829620
52.101925 1.992687 1.629673 -406.614380 -83.799103
52.151936 2.022386 1.816222 -395.786896 -68.160370
52.201946 1.973596 1.205331 -415.427460 -95.704895
52.251957 2.027216 1.843771 -394.470520 -66.061584
52.301968 1.992696 1.806396 -397.082458 -74.265747
52.351978 2.014655 1.698618 -400.968597 -74.594543
52.401989 2.023335 1.143079 -417.990631 -90.210327
52.452000 1.966410 1.796959 -395.012085 -76.453705
52.502010 1.993365 1.306896 -342.070984 -19.145844
52.552021 2.007090 1.137290 -340.983154 -15.834595
52.602032 2.003722 1.014024 -340.329376 -15.726471
52.652042 2.006475 0.708264 -350.824707 -25.775818
52.702053 1.995405 0.636583 -352.199524 -28.943909
52.752064 1.982507 0.858111 -346.047455 -24.881287
52.802074 2.017180 1.186409 -336.451996 -9.668884
52.852085 1.962758 0.988774 -345.382812 -27.416077
52.902096 1.983814 1.353727 -331.874023 -10.496216
52.952106 1.988284 1.234095 -335.156311 -13.054291
53.002117 2.028096 1.239178 -333.023438 -4.471893
53.052128 2.005138 0.923045 -344.621124 -19.788788
53.102139 1.968091 1.268572 -329.213501 -10.382721
53.152149 2.014370 1.365919 -324.771637 1.556366
53.202160 1.992049 1.041345 -336.723450 -14.011505
53.252171 1.988523 1.157153 -332.698975 -10.558228
53.302181 2.007868 1.170090 -335.388428 -10.113892
53.352192 1.998191 1.355755 -329.804840 -6.097961
53.402203 1.997332 1.197591 -336.472748 -12.904999
53.452213 2.001246 1.032668 -341.674561 -17.472626
53.502224 1.989462 1.047340 -337.993164 -15.700256
53.552235 1.995977 1.033547 -336.549164 -13.200836
53.602245 2.005676 1.104047 -331.452179 -6.532654
53.652256 2.002706 0.994076 -333.170959 -8.732605
53.702267 2.016634 0.514300 -351.948242 -25.253479
53.752277 1.988531 0.827664 -340.401642 -18.259674
53.802288 2.031161 0.720603 -350.765442 -21.717438
53.852299 1.987569 0.822807 -345.566467 -23.580353
53.902309 1.999246 1.039776 -341.902771 -18.024963
53.952320 1.982541 1.674371 -322.216919 -1.045197
54.002331 2.010774 1.336367 -338.330322 -12.584930
54.052341 2.005145 1.522116 -328.992615 -4.159119
54.102352 1.994162 1.627816 -322.881073 0.173248
54.152363 2.020474 1.479173 -326.645416 0.671448
54.202374 1.996659 1.163497 -335.296326 -11.837524
54.252384 2.010809 0.794220 -347.314758 -21.563660
54.302395 2.003524 1.027458 -337.287323 -12.716461
54.352406 2.006238 1.494287 -320.552185 4.458374
54.402416 1.997256 1.256209 -328.719818 -5.164368
54.452427 1.995036 0.791971 -345.249725 -22.053833
54.502438 2.006653 0.732134 -346.011505 -20.933716
54.552448 1.998524 0.815768 -345.021057 -21.260101
54.602459 2.012734 0.976630 -342.234711 -16.171814
54.652470 2.008479 0.683475 -354.255341 -28.881805
54.702480 1.995331 0.659005 -357.529846 -34.286163
54.752491 1.999768 1.173478 -339.368591 -15.406097
54.802502 2.030523 0.853240 -352.952942 -24.008148
54.852512 1.988468 0.618342 -363.237457 -41.105591
54.902523 1.996290 1.210598 -343.910309 -20.511261
54.952534 2.001734 1.549122 -334.274139 -9.993134
55.002544 1.989449 1.356402 -339.689362 -17.398621
55.052555 2.008984 0.844733 -354.859833 -29.404388
55.102566 1.990673 0.727150 -354.500885 -32.011902
55.152576 1.997407 0.609299 -358.721161 -35.141174
55.202587 1.978042 1.483081 -317.582825 2.859924
55.252598 1.994350 0.798086 -347.631348 -24.546570
55.302608 1.999544 1.179421 -331.255829 -7.329651
55.352619 1.987266 1.000543 -336.572083 -14.635040
55.402630 2.001204 0.717571 -350.089508 -25.894531
55.452641 1.991084 1.297922 -329.438416 -6.882782
55.502651 2.018180 1.084718 -339.636749 -12.691620
55.552662 2.020346 0.714359 -350.960663 -23.664612
55.602673 2.012655 0.913696 -341.632355 -15.582214
55.652683 2.003026 1.041397 -336.703217 -12.213043
55.702694 1.997625 1.034863 -338.171143 -14.555847
55.752705 1.990328 1.027701 -339.479553 -17.046417
55.802715 2.000994 0.740436 -349.600983 -25.439972
55.852726 1.996043 1.151806 -333.322876 -9.963867
55.902737 2.008407 0.999282 -343.485779 -18.123871
55.952747 1.990538 1.088914 -344.358154 -21.891083
56.002758 2.004303 1.278372 -342.985870 -18.288788
56.052769 1.994474 1.509995 -336.021790 -12.916962
56.102779 2.030355 1.128959 -347.612305 -18.694763
56.152790 1.987411 0.786270 -355.139709 -33.179108
56.202801 1.997679 1.091403 -339.693207 -16.069275
56.252811 1.982217 1.080197 -337.055298 -15.936218
56.302822 2.018509 1.115535 -335.103241 -8.104828
56.352833 2.000296 1.102406 -336.471191 -12.423309
56.402843 2.006654 0.900835 -344.906433 -19.828461
56.452854 2.016421 1.034624 -337.135040 -10.474854
56.502865 1.983752 1.044718 -337.451324 -16.083496
56.552876 2.009221 1.536770 -318.587311 6.906433
56.602886 2.024561 1.096544 -334.356903 -6.378052
56.652897 1.978230 0.946882 -337.038116 -16.564911
56.702908 2.001069 1.120734 -334.790955 -10.617737
56.752918 1.986781 1.499159 -323.585663 -1.727203
56.802929 2.051428 1.446156 -325.338287 6.992981
56.852940 1.978071 1.279046 -327.796417 -7.348969
56.902950 2.030150 0.815789 -346.019196 -17.134918
56.952961 1.967663 0.917680 -339.771637 -21.010193
57.002972 2.002233 1.250767 -323.927856 0.433868
57.052982 2.016576 0.601512 -348.210419 -21.525146
57.102993 1.983965 0.646518 -350.001343 -28.598969
57.153004 1.985438 1.763602 -312.112091 9.528809
57.203014 1.996951 1.855755 -312.119843 11.386230
57.253025 2.023823 1.427023 -323.205658 4.653656
57.303036 2.003692 0.424904 -354.637665 -30.039551
57.353046 1.998856 0.497099 -348.837036 -25.022400
57.403057 1.988293 0.835007 -341.070892 -18.967468
57.453068 1.991762 1.311116 -326.249756 -3.584381
57.503078 1.995315 1.536238 -319.922882 3.318176
57.553089 2.002749 1.181834 -334.256012 -9.810699
57.603100 2.008866 0.741249 -348.786591 -23.350311
57.653111 2.004743 0.248797 -365.033112 -40.264709
57.703121 1.989579 0.699354 -348.135010 -25.823181
57.753132 2.020963 0.905643 -341.659576 -14.263580
57.803143 1.984641 0.867726 -343.942413 -22.430573
57.853153 1.994794 1.189179 -334.282318 -11.125610
57.903164 2.001089 0.975247 -348.157928 -23.981537
57.953175 1.983697 1.434747 -333.572296 -12.213409
58.003185 2.036306 1.457411 -331.036560 -1.154999
58.053196 2.003939 0.746997 -354.053131 -29.415009
58.103207 1.993104 0.662277 -359.394073 -36.511261
58.153217 1.979336 1.284146 -338.619476 -17.966980
58.203228 1.985970 1.473291 -335.869904 -14.142822
58.253239 1.989377 1.543164 -332.915680 -10.636597
58.303249 2.008210 1.364114 -337.241028 -11.911041
58.353260 1.990156 1.556299 -325.943207 -3.537903
58.403271 2.021271 1.309328 -334.831970 -7.386108
58.453281 1.973974 1.178715 -338.795624 -19.011902
58.503292 2.007365 1.733794 -313.182800 12.010345
58.553303 1.995720 1.117926 -340.162323 -16.855713
58.603313 2.011508 1.156148 -341.995667 -16.131378
58.653324 1.998717 1.504084 -329.475494 -5.683380
58.703335 2.012800 1.230357 -341.778473 -15.704956
58.753345 1.995630 1.126047 -343.389313 -20.097229
58.803356 2.007189 1.111518 -341.249817 -16.085205
58.853367 1.992965 0.969081 -342.834808 -19.974518
58.903378 2.021724 0.813895 -347.111389 -19.592010
58.953388 1.997325 0.673205 -353.306519 -29.739868
59.003399 1.982649 1.263624 -329.245361 -8.056183
59.053410 2.021535 0.965145 -340.642792 -13.154144
59.103420 1.990113 0.684316 -348.805145 -26.406921
59.153431 1.980840 1.001220 -337.628693 -16.732544
59.203442 2.005042 1.255840 -329.369690 -4.552887
59.253452 2.006570 1.056684 -335.145111 -10.080719
59.303463 2.000679 0.746472 -342.788574 -18.678558
59.353474 2.003033 0.690602 -344.946625 -20.455200
59.403484 1.988107 0.736015 -347.997498 -25.924164
59.453495 1.980622 1.218252 -332.335327 -11.474548
59.503506 2.021524 1.336615 -330.350220 -2.863312
59.553516 1.977526 1.191654 -336.726562 -16.367401
59.603527 2.012016 1.295640 -330.465851 -4.519318
59.653538 2.017746 1.216293 -329.289429 -2.414490
59.703548 1.988345 0.627828 -350.689423 -28.577576
59.753559 1.991396 0.864073 -338.622620 -16.016418
59.803570 1.982658 0.992280 -336.255341 -15.064819
59.853580 2.004093 1.022895 -341.475311 -16.812256
59.903591 1.995589 1.137041 -337.761505 -14.476166
59.953602 2.004675 0.678414 -355.596008 -30.838684
60.003613 1.992551 0.602603 -285.771545 37.021729
60.053623 2.007717 0.711465 -285.167542 40.082611
60.103634 1.997537 0.665866 -287.704132 35.896820
60.153645 1.996210 0.944692 -270.353882 53.032074
60.203655 2.001552 0.695616 -277.443756 46.807617
60.253666 1.982728 0.515512 -279.501740 41.700256
60.303677 2.002735 0.458429 -281.933411 42.509705
60.353687 1.997933 0.629835 -275.409393 48.255707
60.403698 2.014640 0.834490 -264.001129 62.370605
60.453709 1.992670 0.770477 -259.745819 63.066650
60.503719 1.999851 0.445136 -273.305420 50.670380
60.553730 1.995747 0.504291 -272.922394 50.388580
60.603741 1.970778 0.909542 -259.638092 59.627930
60.653751 1.997483 1.153184 -252.775269 70.816986
60.703762 2.007653 1.024879 -260.339203 64.900513
60.753773 1.974558 1.012353 -255.852844 64.025513
60.803783 2.014241 0.895630 -261.540039 64.766998
60.853794 1.989922 0.786937 -263.424286 58.943115
60.903805 2.015826 0.652869 -267.979767 58.584137
60.953815 2.007361 0.424971 -277.611633 47.580811
61.003826 1.991613 0.485795 -274.342224 48.299011
61.053837 1.995053 0.839062 -258.652466 64.546143
61.103848 2.012640 0.571663 -272.564026 53.483704
61.153858 1.995973 0.484026 -277.813324 45.534332
61.203869 1.988337 0.758957 -268.366302 53.744324
61.253880 1.986753 0.908669 -262.719116 59.134949
61.303890 1.997679 0.584892 -279.069122 44.554901
61.353901 2.000752 0.540824 -278.393585 45.728210
61.403912 1.996731 0.486707 -281.909088 41.561310
61.453922 2.009946 0.749243 -268.219635 57.391602
61.503933 2.004379 0.239215 -295.294037 29.415405
61.553944 1.997890 0.471827 -288.213013 35.445251
61.603954 1.995846 1.092610 -267.034027 56.292999
61.653965 1.998223 1.130499 -272.554810 51.157257
61.703976 1.979900 1.011219 -281.954285 38.789551
61.753986 2.004636 1.464997 -258.696167 66.054779
61.803997 2.036066 1.064607 -277.343262 52.499359
61.854008 2.002909 1.102163 -270.184021 54.287170
61.904018 1.984817 0.862484 -280.040955 41.499390
61.954029 2.021996 0.661687 -285.811981 41.751312
62.004040 1.975383 0.893240 -267.464691 52.547363
62.054050 2.006576 0.749049 -275.533417 49.531891
62.104061 1.990289 0.721351 -275.705658 46.721222
62.154072 2.013322 0.888256 -265.568268 60.589935
62.204082 2.001201 0.621513 -279.033630 45.160889
62.254093 2.000647 0.601635 -282.786316 41.318542
62.304104 1.991339 0.934379 -268.001190 54.595734
62.354115 2.015149 1.108816 -256.773254 69.680878
62.404125 2.005052 0.692376 -270.573242 54.245178
62.454136 1.991639 0.697075 -263.808533 58.836914
62.504147 2.006819 0.354357 -279.762054 45.342560
62.554157 1.988620 0.756665 -259.587891 62.568604
62.604168 1.998088 0.754215 -265.914703 57.775543
62.654179 2.003823 0.889914 -263.083496 61.535797
62.704189 1.987191 0.756133 -275.962585 45.962372
62.754200 2.013983 0.699745 -286.481598 39.783691
62.804211 1.999247 1.245215 -263.048615 60.829376
62.854221 2.008789 1.028190 -274.115967 51.307892
62.904232 1.992847 1.046371 -266.217651 56.623535
62.954243 1.997686 0.802975 -271.533325 52.091827
63.004253 2.007304 0.269246 -294.679474 30.503784
63.054264 1.975503 0.552528 -278.505798 41.525665
63.104275 2.007171 0.791884 -268.159515 57.002136
63.154285 2.005667 0.712045 -275.442780 49.475220
63.204296 1.997114 0.727119 -276.267731 47.264740
63.254307 2.018401 0.792560 -272.857147 54.123749
63.304317 1.996238 0.607301 -281.847168 41.543335
63.354328 1.990853 1.037481 -258.214630 64.303528
63.404339 2.028875 0.701604 -273.977539 54.700165
63.454350 1.985709 0.733181 -269.697662 51.987152
63.504360 2.002373 1.089011 -252.373093 72.011398
63.554371 2.022122 0.798569 -269.673370 57.910370
63.604382 2.004107 0.836248 -270.033417 54.631927
63.654392 2.008729 0.788641 -274.927887 50.486115
63.704403 1.994286 0.779490 -272.397797 50.676483
63.754414 1.995196 0.438993 -284.745392 38.476318
63.804424 1.991057 0.639207 -270.435516 52.115692
63.854435 1.998293 0.807844 -261.479828 62.243683
63.904446 2.001185 0.752107 -262.492676 61.699280
63.954456 1.989105 0.594629 -267.010162 55.224884
64.004463 2.021235 0.522563 -268.155334 59.284760
64.054436 1.995791 0.373224 -274.958832 48.359253
64.104408 1.993240 0.552789 -272.850342 50.054565
64.154381 2.009125 0.917226 -260.074371 65.403900
64.204353 2.002285 0.636089 -280.561127 43.808990
64.254326 2.005983 0.791453 -280.909943 44.059296
64.304298 1.952897 1.757100 -236.780777 79.588608
64.354271 2.014499 1.398647 -259.049622 67.299286
64.404243 2.001303 0.895769 -279.400543 44.810547
64.454216 2.021795 0.898421 -273.929565 53.601257
64.504189 1.994143 0.587359 -283.595093 39.456085
64.554161 2.007550 0.559450 -282.258667 42.964386
64.604134 2.000058 0.572845 -277.815125 46.194275
64.654106 2.006637 0.209274 -292.139771 32.935364
64.704079 1.997076 0.231328 -291.483337 32.042999
64.754051 1.998009 0.710209 -272.739441 50.938019
64.804024 1.980522 0.980176 -264.652191 56.192444
64.853996 2.007090 1.075848 -259.711395 65.437195
64.903969 2.000146 0.746844 -271.289093 52.734497
64.953941 1.997007 0.456875 -283.120239 40.394958
65.003914 1.998244 0.853330 -261.863892 61.851593
65.053886 2.021585 0.403249 -285.848969 41.647736
65.103859 1.997130 0.562469 -276.471893 47.063232
65.153831 1.982570 0.606713 -276.378723 44.797546
65.203804 2.014299 0.457853 -287.336945 38.979492
65.253777 1.992389 0.860121 -268.657135 54.109894
65.303749 2.009711 0.825317 -273.582825 51.990295
65.353722 1.989274 0.914917 -268.945312 53.317017
65.403694 2.023197 0.771431 -275.397858 52.360107
65.453667 1.988363 0.538606 -285.748505 36.366272
65.503639 1.987820 0.672563 -279.927277 42.099579
65.553612 1.999653 0.582532 -281.826965 42.116821
65.603584 1.996120 0.340667 -292.789001 30.582458
65.653557 1.987293 1.066571 -256.601318 65.340088
65.703529 2.005788 1.004799 -265.327423 59.610199
65.753502 2.003715 0.922198 -271.098541 53.503235
65.803474 1.993390 0.957318 -265.290161 57.639038
65.853447 2.002985 0.516366 -284.546234 39.937408
65.903419 1.982826 0.645877 -275.856293 45.361542
65.953392 1.997275 0.871599 -267.675323 55.883301
66.003365 1.979796 0.815468 -274.071594 46.655304
66.053337 2.002968 0.659119 -281.096558 43.384247
66.103310 2.020471 0.858279 -266.592133 60.724121
66.153282 2.018246 0.747370 -271.862366 55.093567
66.203255 1.990651 0.643823 -277.535522 44.949890
66.253227 2.011748 0.701667 -274.447723 51.455383
66.303200 2.001220 0.516269 -284.573029 39.624664
66.353172 1.985709 0.687655 -276.544495 45.140320
66.403145 1.983950 0.814319 -271.714905 49.684998
66.453117 2.005999 0.761373 -272.413666 52.558228
66.503090 2.012852 0.591601 -279.513916 46.568115
66.553062 1.999308 0.315210 -295.920258 27.967590
66.603035 1.993329 0.650047 -284.845917 38.073395
66.653008 2.010836 0.695355 -285.316040 40.439423
66.702980 1.982132 0.687178 -282.152924 38.952484
66.752953 2.017079 0.629592 -278.518799 48.247925
66.802925 1.970050 0.710434 -268.323029 50.825012
66.852898 2.005539 0.716603 -269.006592 55.890717
66.902870 2.017839 0.834477 -262.371887 64.518036
66.952843 2.009262 0.780364 -266.185516 59.314972
67.002815 1.987720 0.844085 -265.082977 56.927612
67.052788 1.986422 1.146230 -250.098877 71.701538
67.102760 2.028738 0.760066 -268.933472 59.722076
67.152733 1.993342 0.493263 -277.784180 45.137238
67.202705 2.010008 0.425280 -281.643494 43.977844
67.252678 1.984490 0.942791 -258.232025 63.255341
67.302650 2.008477 0.673142 -276.578339 48.794983
67.352623 2.007404 0.587855 -279.919800 45.279572
67.402596 2.001721 0.493768 -286.608612 37.670258
67.452568 2.015037 0.857660 -271.229370 55.206635
